age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group
58,MALE,15,0,97,30,2,16,0,4.4,Not Subscribed,1,0,2,2,0,3
26,MALE,16,1,25,45,1,19,2,3.2,Not Subscribed,0,0,8,4,5,1
57,MALE,19,1,48,8,1,7,1,2.5,Not Subscribed,2,0,27,4,2,0
37,MALE,3,2,99,0,1,9,2,3.8,Not Subscribed,3,0,26,5,1,2
24,MALE,23,1,21,42,1,12,2,4.4,Not Subscribed,0,0,3,3,1,1
57,MALE,14,2,94,47,1,0,1,3.7,Not Subscribed,1,0,4,0,4,0
48,MALE,11,1,53,27,0,8,0,3.2,Not Subscribed,5,0,5,1,3,0
39,MALE,0,0,70,45,1,15,3,4.9,Not Subscribed,4,0,25,3,5,2
51,MALE,19,1,26,48,0,1,2,3.9,Not Subscribed,4,0,47,4,1,0
57,MALE,1,0,82,45,2,16,2,4.5,Not Subscribed,3,0,8,2,3,0
53,MALE,17,2,47,18,2,22,3,3.4,Not Subscribed,4,0,20,3,3,0
70,MALE,21,1,32,20,2,8,3,4.1,Not Subscribed,3,0,42,0,2,3
60,MALE,0,0,97,3,2,6,0,4.5,Not Subscribed,5,0,20,0,6,3
31,MALE,16,1,68,11,2,18,3,4.7,Not Subscribed,5,0,23,1,3,1
41,MALE,23,1,23,37,1,0,3,4.8,Not Subscribed,3,0,26,1,5,2
62,MALE,7,0,33,18,1,8,3,4.4,Not Subscribed,4,0,48,5,5,3
59,MALE,12,0,38,0,2,1,3,4.0,Not Subscribed,5,0,16,1,1,3
46,MALE,21,1,68,11,2,20,3,4.1,Not Subscribed,5,0,28,1,1,0
62,MALE,21,1,23,3,0,19,0,3.7,Not Subscribed,1,0,39,4,6,3
42,MALE,16,1,29,7,1,21,2,3.0,Not Subscribed,1,0,43,3,3,2
37,MALE,15,0,35,18,1,14,3,3.6,Not Subscribed,1,0,45,0,2,2
50,MALE,17,2,73,26,2,6,0,4.8,Not Subscribed,4,0,50,2,2,0
29,MALE,17,2,84,34,3,17,0,3.7,Not Subscribed,0,0,10,5,1,1
25,MALE,15,0,23,25,1,16,1,4.6,Not Subscribed,3,0,40,4,5,1
66,MALE,22,0,67,30,2,8,2,2.8,Not Subscribed,4,0,38,2,4,3
21,MALE,21,1,51,32,0,4,1,4.0,Not Subscribed,4,0,2,2,4,1
46,MALE,2,1,36,39,1,12,3,4.2,Not Subscribed,3,0,13,1,0,0
57,MALE,11,1,55,12,0,13,2,3.6,Not Subscribed,1,0,33,5,0,0
61,MALE,18,1,30,0,1,15,1,2.9,Not Subscribed,5,0,27,4,4,3
53,MALE,24,1,70,35,2,24,2,4.1,Not Subscribed,1,0,43,0,6,0
37,MALE,2,1,63,22,2,10,3,3.1,Not Subscribed,3,0,46,1,6,2
39,MALE,1,0,87,12,2,8,2,4.3,Not Subscribed,1,0,7,5,1,2
53,MALE,2,1,70,3,0,14,1,4.4,Not Subscribed,3,0,35,2,3,0
35,MALE,24,1,51,22,1,13,1,3.1,Not Subscribed,3,0,31,3,1,2
69,MALE,12,0,25,39,3,7,1,2.9,Not Subscribed,2,0,42,5,5,3
66,MALE,10,3,32,31,2,10,3,3.2,Not Subscribed,3,0,14,4,1,3
19,MALE,17,2,52,0,1,18,1,4.0,Not Subscribed,0,0,35,5,4,1
47,MALE,6,0,33,31,1,4,2,2.7,Not Subscribed,4,0,49,4,6,0
49,MALE,11,1,68,24,0,14,1,3.0,Not Subscribed,2,0,17,4,3,0
31,MALE,12,0,20,9,1,18,0,4.4,Not Subscribed,1,0,26,4,5,1
39,MALE,13,1,32,35,1,12,3,2.8,Not Subscribed,2,0,30,1,2,2
58,MALE,12,0,82,6,1,19,2,3.1,Not Subscribed,5,0,32,1,0,3
45,MALE,20,2,64,21,3,16,3,3.9,Not Subscribed,1,0,35,0,5,0
68,MALE,3,2,24,38,0,2,0,2.7,Not Subscribed,4,0,15,5,0,3
35,MALE,8,0,96,23,1,20,2,3.4,Not Subscribed,5,0,10,3,0,2
65,MALE,24,1,94,20,0,1,1,3.8,Not Subscribed,2,0,14,2,4,3
45,MALE,0,0,48,28,1,7,3,3.7,Not Subscribed,0,0,30,0,0,0
19,MALE,22,0,60,49,2,17,1,4.5,Not Subscribed,0,0,16,2,3,1
65,MALE,23,1,56,29,3,6,1,2.9,Not Subscribed,1,0,14,4,0,3
28,MALE,7,0,33,42,1,19,0,3.4,Not Subscribed,0,0,28,0,6,1
55,MALE,0,0,46,22,0,2,1,4.4,Not Subscribed,0,0,29,4,4,0
66,MALE,21,1,37,40,0,24,1,4.2,Not Subscribed,4,0,5,4,2,3
29,MALE,16,1,98,46,1,3,3,3.3,Not Subscribed,5,0,17,0,5,1
56,MALE,18,1,50,4,3,0,1,3.7,Not Subscribed,1,0,50,4,6,0
21,MALE,1,0,63,48,1,2,0,3.2,Not Subscribed,3,0,23,0,5,1
32,MALE,23,1,70,21,2,11,2,2.6,Not Subscribed,5,0,22,3,0,2
54,MALE,4,3,63,39,0,19,0,2.8,Not Subscribed,4,0,15,1,5,0
61,MALE,18,1,86,13,1,5,0,2.9,Not Subscribed,4,0,32,1,4,3
31,MALE,17,2,99,3,1,8,2,4.0,Not Subscribed,0,0,5,0,4,1
27,MALE,20,2,40,36,1,2,1,2.9,Not Subscribed,2,0,6,0,1,1
64,MALE,20,2,92,12,1,13,0,4.7,Not Subscribed,5,0,44,3,3,3
60,MALE,13,1,21,19,3,0,0,3.1,Not Subscribed,0,0,23,1,3,3
70,MALE,12,0,81,44,3,1,2,3.9,Not Subscribed,5,0,44,5,4,3
36,MALE,24,1,82,42,1,9,0,3.4,Not Subscribed,2,0,3,3,5,2
56,MALE,12,0,88,26,3,18,1,3.1,Not Subscribed,1,0,14,1,4,0
69,MALE,10,3,100,39,2,24,0,4.8,Not Subscribed,5,0,37,4,5,3
39,MALE,0,0,66,20,1,0,3,3.9,Not Subscribed,3,0,22,0,6,2
38,MALE,1,0,25,42,2,8,3,3.5,Not Subscribed,3,0,2,4,2,2
36,MALE,15,0,53,8,1,23,2,3.1,Not Subscribed,2,0,44,3,3,2
46,MALE,23,1,28,39,2,21,0,4.7,Not Subscribed,1,0,49,3,4,0
59,MALE,6,0,23,8,2,9,0,4.6,Not Subscribed,2,0,22,3,1,3
64,MALE,15,0,34,26,0,14,0,3.3,Not Subscribed,2,0,26,0,0,3
49,MALE,5,1,42,10,1,2,1,3.2,Not Subscribed,3,0,40,3,6,0
32,MALE,11,1,24,25,0,22,2,3.1,Not Subscribed,3,0,16,4,5,2
29,MALE,22,0,47,40,2,7,0,3.5,Not Subscribed,2,0,17,3,1,1
24,MALE,4,3,78,0,2,5,1,4.3,Not Subscribed,4,0,48,0,1,1
41,MALE,11,1,89,3,1,24,2,2.9,Not Subscribed,2,0,28,5,2,2
41,MALE,15,0,59,23,0,14,0,2.7,Not Subscribed,5,0,26,2,3,2
32,MALE,2,1,94,44,2,3,2,4.0,Not Subscribed,4,0,43,0,5,2
69,MALE,11,1,49,31,1,20,0,4.6,Not Subscribed,2,0,38,3,6,3
65,MALE,5,1,89,33,0,0,2,4.7,Not Subscribed,0,0,36,1,2,3
54,MALE,8,0,91,48,1,2,2,4.7,Not Subscribed,4,0,1,2,6,0
39,MALE,14,2,89,4,0,14,1,4.0,Not Subscribed,4,0,49,3,0,2
37,MALE,10,3,57,19,0,6,1,3.6,Not Subscribed,2,0,41,2,2,2
51,MALE,21,1,71,20,2,20,3,3.4,Not Subscribed,2,0,21,3,4,0
26,MALE,11,1,97,46,3,0,0,3.0,Not Subscribed,3,0,24,0,5,1
42,MALE,14,2,45,22,1,19,0,2.6,Not Subscribed,3,0,27,0,6,2
21,MALE,5,1,91,46,1,12,1,4.2,Not Subscribed,5,0,4,3,0,1
53,MALE,21,1,25,39,1,9,1,3.4,Not Subscribed,4,0,19,5,0,0
36,MALE,9,1,63,30,1,7,0,4.0,Not Subscribed,5,0,1,0,3,2
21,MALE,5,1,52,32,0,2,2,4.7,Not Subscribed,2,0,27,3,0,1
33,MALE,20,2,43,14,2,5,3,3.9,Not Subscribed,3,0,5,2,6,2
49,MALE,24,1,28,17,1,23,2,3.3,Not Subscribed,0,0,20,5,5,0
31,MALE,24,1,78,35,0,8,2,2.9,Not Subscribed,1,0,50,4,0,1
68,MALE,23,1,31,21,1,19,1,4.4,Not Subscribed,2,0,36,1,3,3
49,MALE,16,1,23,36,1,2,3,3.6,Not Subscribed,3,0,12,0,1,0
23,MALE,8,0,25,11,1,3,1,4.5,Not Subscribed,5,0,23,1,4,1
30,MALE,13,1,86,13,2,18,2,3.7,Not Subscribed,5,0,21,5,6,1
53,MALE,17,2,88,30,1,6,1,2.8,Not Subscribed,2,0,47,5,6,0
65,MALE,6,0,35,39,1,19,1,4.5,Not Subscribed,2,0,38,5,1,3
60,MALE,12,0,34,44,1,7,0,4.4,Not Subscribed,4,0,40,2,2,3
46,MALE,13,1,75,7,1,1,3,3.3,Not Subscribed,4,0,35,4,5,0
54,MALE,9,1,46,33,3,0,3,4.2,Not Subscribed,1,0,4,2,5,0
59,MALE,12,0,31,4,0,15,0,2.7,Not Subscribed,2,0,28,5,2,3
52,MALE,21,1,93,25,0,5,1,3.9,Not Subscribed,5,0,36,3,2,0
41,MALE,22,0,85,24,3,16,1,2.6,Not Subscribed,2,0,15,0,0,2
43,MALE,1,0,68,41,1,10,0,4.5,Not Subscribed,0,0,7,1,3,2
63,MALE,5,1,40,45,1,3,1,2.7,Not Subscribed,5,0,29,4,2,3
37,MALE,16,1,51,44,1,11,3,2.9,Not Subscribed,4,0,12,3,0,2
44,MALE,15,0,85,38,1,22,3,3.4,Not Subscribed,5,0,16,0,1,2
67,MALE,10,3,23,15,1,20,2,2.9,Not Subscribed,1,0,50,3,1,3
27,MALE,5,1,28,5,0,3,2,3.8,Not Subscribed,2,0,11,3,0,1
60,MALE,21,1,44,9,1,13,0,4.2,Not Subscribed,0,0,28,3,5,3
58,MALE,12,0,57,26,1,9,1,3.5,Not Subscribed,5,0,36,5,1,3
53,MALE,15,0,98,24,2,18,0,3.1,Not Subscribed,3,0,38,4,5,0
43,MALE,0,0,68,1,1,13,3,3.5,Not Subscribed,0,0,32,0,4,2
32,MALE,10,3,36,45,0,20,0,4.0,Not Subscribed,1,0,42,3,6,2
54,MALE,4,3,71,26,0,5,1,3.7,Not Subscribed,1,0,22,3,1,0
47,MALE,19,1,60,38,1,20,0,4.2,Not Subscribed,3,0,22,5,5,0
57,MALE,4,3,87,28,1,0,0,4.8,Not Subscribed,5,0,31,4,5,0
63,MALE,17,2,38,0,3,11,3,4.1,Not Subscribed,1,0,28,2,4,3
70,MALE,3,2,45,32,1,9,1,4.5,Not Subscribed,0,0,40,3,6,3
62,MALE,4,3,47,30,0,5,0,2.7,Not Subscribed,0,0,21,4,6,3
40,MALE,19,1,57,22,0,14,0,2.8,Not Subscribed,5,0,12,4,2,2
25,MALE,0,0,68,2,0,22,2,3.7,Not Subscribed,2,0,33,2,0,1
19,MALE,18,1,52,25,1,18,0,3.6,Not Subscribed,1,0,9,0,3,1
25,MALE,19,1,87,44,1,11,0,4.7,Not Subscribed,0,0,15,3,6,1
21,MALE,8,0,34,18,1,13,2,3.8,Not Subscribed,4,0,13,0,0,1
55,MALE,14,2,41,45,3,12,3,2.9,Not Subscribed,4,0,35,2,3,0
34,MALE,22,0,94,4,2,24,3,4.6,Not Subscribed,3,0,1,3,2,2
47,MALE,22,0,93,31,1,18,2,2.8,Not Subscribed,4,0,25,0,3,0
27,MALE,21,1,51,13,3,17,3,4.6,Not Subscribed,0,0,20,2,2,1
67,MALE,23,1,42,23,1,20,0,2.8,Not Subscribed,3,0,36,5,5,3
40,MALE,3,2,95,31,1,18,3,3.0,Not Subscribed,2,0,33,1,6,2
53,MALE,7,0,90,30,1,3,0,3.7,Not Subscribed,4,0,36,1,3,0
24,MALE,5,1,98,16,1,15,3,4.1,Not Subscribed,0,0,32,4,0,1
47,MALE,8,0,39,33,1,12,3,4.3,Not Subscribed,3,0,21,5,5,0
53,MALE,14,2,66,3,0,18,0,3.8,Not Subscribed,3,0,48,5,1,0
47,MALE,17,2,23,19,0,14,3,3.7,Not Subscribed,2,0,25,4,5,0
38,MALE,19,1,73,6,2,23,3,4.8,Not Subscribed,4,0,32,4,0,2
48,MALE,22,0,23,43,3,23,2,4.6,Not Subscribed,4,0,45,4,2,0
47,MALE,19,1,43,24,2,4,0,4.8,Not Subscribed,4,0,4,1,3,0
19,MALE,24,1,45,26,3,21,3,4.6,Not Subscribed,0,0,19,4,1,1
38,MALE,14,2,21,10,0,14,3,4.0,Not Subscribed,4,0,1,0,6,2
57,MALE,16,1,40,12,1,14,1,2.6,Not Subscribed,0,0,12,1,6,0
70,MALE,11,1,58,44,0,3,0,2.6,Not Subscribed,0,0,18,5,4,3
38,MALE,18,1,48,29,0,11,2,4.5,Not Subscribed,3,0,43,0,1,2
35,MALE,16,1,94,16,1,22,0,4.2,Not Subscribed,2,0,31,4,0,2
46,MALE,15,0,74,49,1,22,1,3.4,Not Subscribed,5,0,33,1,2,0
32,MALE,7,0,51,10,0,24,0,3.7,Not Subscribed,5,0,46,4,4,2
38,MALE,19,1,83,24,1,12,3,3.6,Not Subscribed,3,0,41,3,1,2
41,MALE,7,0,68,23,0,21,3,4.0,Not Subscribed,3,0,41,5,3,2
19,MALE,6,0,84,20,3,13,1,4.6,Not Subscribed,4,0,9,0,3,1
18,MALE,16,1,58,17,1,15,0,3.0,Not Subscribed,2,0,34,1,0,1
45,MALE,2,1,92,47,0,4,3,3.3,Not Subscribed,1,0,21,4,0,0
23,MALE,5,1,69,46,2,15,2,3.8,Not Subscribed,1,0,5,3,3,1
60,MALE,18,1,48,36,2,1,2,2.7,Not Subscribed,2,0,32,4,6,3
52,MALE,17,2,60,31,0,7,1,4.5,Not Subscribed,1,0,44,0,4,0
42,MALE,14,2,20,14,2,13,3,4.8,Not Subscribed,3,0,46,4,1,2
29,MALE,13,1,55,11,1,21,2,4.2,Not Subscribed,1,0,42,2,2,1
31,MALE,10,3,88,29,2,17,1,3.5,Not Subscribed,1,0,50,2,1,1
30,MALE,19,1,48,34,0,8,3,4.9,Not Subscribed,4,0,33,5,3,1
23,MALE,7,0,74,6,1,0,1,4.1,Not Subscribed,3,0,32,1,5,1
31,MALE,4,3,42,8,1,3,0,2.9,Not Subscribed,3,0,32,0,1,1
40,MALE,23,1,32,39,1,21,0,4.0,Not Subscribed,3,0,37,5,2,2
39,MALE,18,1,98,24,1,24,2,4.6,Not Subscribed,5,0,9,1,3,2
28,MALE,19,1,89,38,2,10,0,2.8,Not Subscribed,5,0,6,4,3,1
23,MALE,6,0,97,7,2,5,2,5.0,Not Subscribed,0,0,36,5,5,1
42,MALE,0,0,49,5,2,13,1,2.9,Not Subscribed,5,0,1,1,0,2
68,MALE,5,1,50,26,1,19,1,3.3,Not Subscribed,2,0,48,2,3,3
24,MALE,1,0,91,44,2,18,3,3.4,Not Subscribed,0,0,44,3,5,1
24,MALE,6,0,93,25,3,8,3,3.0,Not Subscribed,1,0,9,4,1,1
21,MALE,12,0,98,8,1,6,2,4.7,Not Subscribed,4,0,32,5,0,1
49,MALE,21,1,82,7,0,10,0,2.9,Not Subscribed,3,0,14,4,4,0
41,MALE,4,3,37,6,1,24,2,4.1,Not Subscribed,5,0,43,1,5,2
22,MALE,7,0,63,10,1,1,0,3.2,Not Subscribed,2,0,32,0,1,1
42,MALE,2,1,99,30,1,12,3,2.7,Not Subscribed,5,0,26,5,1,2
30,MALE,18,1,37,15,1,12,1,4.7,Not Subscribed,5,0,2,1,4,1
38,MALE,17,2,34,27,2,6,1,3.2,Not Subscribed,2,0,16,4,2,2
40,MALE,18,1,32,32,1,22,3,2.5,Not Subscribed,1,0,50,3,2,2
55,MALE,14,2,23,30,3,20,3,4.3,Not Subscribed,3,0,6,4,2,0
37,MALE,2,1,78,11,1,22,1,4.4,Not Subscribed,2,0,20,4,0,2
41,MALE,4,3,54,4,1,3,3,4.7,Not Subscribed,3,0,9,2,6,2
38,MALE,2,1,94,48,3,3,0,4.0,Not Subscribed,1,0,47,2,1,2
42,MALE,1,0,75,1,2,12,1,4.6,Not Subscribed,1,0,33,2,0,2
26,MALE,2,1,69,37,2,12,2,3.8,Not Subscribed,3,0,46,1,1,1
41,MALE,15,0,35,45,0,24,3,3.2,Not Subscribed,3,0,9,2,4,2
27,MALE,16,1,78,4,0,21,1,5.0,Not Subscribed,1,0,8,4,4,1
61,MALE,21,1,29,16,1,19,2,3.5,Not Subscribed,4,0,48,0,5,3
58,MALE,11,1,62,31,1,3,0,3.7,Not Subscribed,3,0,2,1,4,3
25,MALE,5,1,58,44,1,7,1,4.8,Not Subscribed,3,0,31,4,6,1
33,MALE,3,2,88,37,1,9,2,3.7,Not Subscribed,0,0,40,5,4,2
57,MALE,15,0,80,31,0,21,2,3.5,Not Subscribed,2,0,35,5,4,0
39,MALE,15,0,47,32,1,12,2,4.9,Not Subscribed,5,0,40,3,4,2
60,MALE,6,0,51,49,0,4,2,4.7,Not Subscribed,3,0,27,3,2,3
39,MALE,13,1,25,34,0,15,1,4.9,Not Subscribed,0,0,10,5,0,2
42,MALE,5,1,36,0,1,18,2,4.3,Not Subscribed,3,0,23,2,6,2
53,MALE,5,1,79,38,1,9,3,3.1,Not Subscribed,2,0,32,1,5,0
20,MALE,11,1,41,36,2,10,3,3.4,Not Subscribed,0,0,6,3,4,1
46,MALE,23,1,68,33,3,18,0,2.7,Not Subscribed,1,0,27,4,6,0
46,MALE,14,2,51,12,0,8,1,2.6,Not Subscribed,5,0,25,0,3,0
69,MALE,7,0,38,30,1,7,0,2.9,Not Subscribed,3,0,11,2,0,3
28,MALE,15,0,46,5,3,22,2,2.7,Not Subscribed,0,0,23,4,4,1
42,MALE,14,2,20,43,3,0,2,4.5,Not Subscribed,0,0,44,0,5,2
30,MALE,22,0,25,45,1,14,2,3.1,Not Subscribed,5,0,35,4,3,1
50,MALE,23,1,89,18,0,17,3,3.2,Not Subscribed,2,0,45,3,2,0
59,MALE,13,1,77,26,1,3,3,3.3,Not Subscribed,3,0,22,0,5,3
54,MALE,8,0,94,10,1,12,0,2.9,Not Subscribed,1,0,18,3,5,0
50,MALE,1,0,100,11,0,6,0,4.1,Not Subscribed,4,0,20,3,6,0
25,MALE,14,2,96,47,1,9,3,2.7,Not Subscribed,1,0,28,2,3,1
41,MALE,13,1,36,44,3,19,3,4.0,Not Subscribed,5,0,15,5,1,2
35,MALE,12,0,27,13,3,18,0,2.6,Not Subscribed,5,0,42,0,3,2
67,MALE,22,0,67,11,1,11,3,3.5,Not Subscribed,5,0,20,3,5,3
33,MALE,2,1,91,22,2,17,0,2.8,Not Subscribed,5,0,16,0,3,2
19,MALE,1,0,62,49,3,0,0,4.5,Not Subscribed,5,0,47,1,0,1
25,MALE,18,1,88,15,3,23,0,3.0,Not Subscribed,2,0,34,2,0,1
32,MALE,13,1,66,9,1,20,2,4.4,Not Subscribed,5,0,30,2,6,2
30,MALE,14,2,65,15,1,7,0,4.7,Not Subscribed,3,0,5,4,5,1
18,MALE,6,0,25,26,0,4,3,4.3,Not Subscribed,4,0,38,1,5,1
38,MALE,1,0,64,46,2,13,1,4.8,Not Subscribed,2,0,18,2,0,2
22,MALE,16,1,72,24,0,2,1,4.8,Not Subscribed,5,0,28,1,0,1
40,MALE,15,0,74,46,2,7,2,4.4,Not Subscribed,3,0,42,2,3,2
54,MALE,6,0,50,15,1,8,0,3.7,Not Subscribed,2,0,5,2,6,0
70,MALE,13,1,97,22,1,19,0,3.9,Not Subscribed,1,0,50,5,4,3
52,MALE,20,2,36,5,2,20,1,3.8,Not Subscribed,1,0,33,5,3,0
34,MALE,10,3,49,43,1,0,0,4.1,Not Subscribed,5,0,1,2,6,2
65,MALE,17,2,64,32,0,10,1,4.0,Not Subscribed,5,0,14,1,3,3
38,MALE,2,1,31,8,3,7,2,4.5,Not Subscribed,1,0,48,2,4,2
35,MALE,3,2,66,28,2,24,3,4.0,Not Subscribed,1,0,26,1,6,2
40,MALE,21,1,82,12,1,7,1,4.5,Not Subscribed,0,0,44,2,0,2
23,MALE,24,1,88,17,1,24,3,2.7,Not Subscribed,4,0,18,3,3,1
45,MALE,14,2,34,0,2,1,2,3.8,Not Subscribed,3,0,31,5,2,0
40,MALE,20,2,84,8,0,0,3,3.8,Not Subscribed,4,0,18,3,6,2
42,MALE,12,0,96,0,0,9,2,3.8,Not Subscribed,0,0,41,2,2,2
57,MALE,14,2,71,4,0,8,3,4.3,Not Subscribed,3,0,18,3,2,0
18,MALE,10,3,77,19,1,17,2,3.5,Not Subscribed,2,0,3,0,1,1
18,MALE,19,1,66,27,1,14,1,3.8,Not Subscribed,3,0,5,2,1,1
56,MALE,16,1,21,20,1,20,3,3.7,Not Subscribed,0,0,13,3,0,0
35,MALE,18,1,37,39,1,6,2,4.8,Not Subscribed,0,0,22,4,0,2
49,MALE,21,1,90,7,0,7,0,4.9,Not Subscribed,2,0,45,4,3,0
49,MALE,10,3,96,10,1,5,0,4.3,Not Subscribed,5,0,39,4,2,0
34,MALE,12,0,37,8,0,20,2,4.4,Not Subscribed,3,0,18,5,0,2
63,MALE,24,1,66,38,1,22,3,3.4,Not Subscribed,2,0,19,4,3,3
42,MALE,6,0,45,49,3,9,1,4.3,Not Subscribed,3,0,29,3,6,2
41,MALE,17,2,89,5,0,16,2,4.6,Not Subscribed,5,0,19,2,6,2
26,MALE,17,2,94,45,0,6,0,3.8,Not Subscribed,2,0,22,3,4,1
48,MALE,17,2,96,26,2,12,2,3.9,Not Subscribed,1,0,21,0,0,0
62,MALE,9,1,31,35,1,3,1,2.6,Not Subscribed,5,0,22,4,4,3
24,MALE,1,0,79,33,1,6,3,4.2,Not Subscribed,5,0,44,4,2,1
48,MALE,4,3,39,21,0,20,1,4.6,Not Subscribed,5,0,42,0,5,0
31,MALE,2,1,22,4,1,21,0,5.0,Not Subscribed,4,0,33,2,5,1
41,MALE,19,1,32,41,0,13,0,4.2,Not Subscribed,4,0,6,0,0,2
24,MALE,24,1,71,34,0,5,3,4.3,Not Subscribed,5,0,44,2,2,1
60,MALE,11,1,96,8,3,0,1,3.3,Not Subscribed,2,0,24,1,0,3
38,MALE,15,0,82,24,1,2,0,4.9,Not Subscribed,1,0,16,4,5,2
58,MALE,0,0,76,39,0,6,1,4.4,Not Subscribed,4,0,12,0,3,3
53,MALE,0,0,22,2,1,8,3,3.1,Not Subscribed,0,0,50,4,4,0
44,MALE,15,0,40,13,3,8,3,3.5,Not Subscribed,5,0,42,1,5,2
51,MALE,8,0,92,33,1,21,2,3.9,Not Subscribed,0,0,50,4,4,0
36,MALE,4,3,94,25,3,24,0,3.9,Not Subscribed,5,0,10,4,5,2
20,MALE,5,1,44,24,1,24,0,4.3,Not Subscribed,5,0,32,3,6,1
32,MALE,6,0,49,16,2,2,1,3.8,Not Subscribed,1,0,37,5,6,2
66,MALE,23,1,26,9,0,4,1,2.7,Not Subscribed,0,0,15,0,4,3
49,MALE,19,1,38,16,1,24,0,4.4,Not Subscribed,5,0,27,2,0,0
27,MALE,2,1,72,9,0,17,1,3.5,Not Subscribed,1,0,7,5,6,1
29,MALE,5,1,99,1,1,8,2,3.4,Not Subscribed,2,0,49,4,5,1
29,MALE,10,3,38,18,0,4,1,4.0,Not Subscribed,4,0,44,4,4,1
55,MALE,4,3,96,30,0,19,3,4.8,Not Subscribed,1,0,13,4,1,0
57,MALE,5,1,27,31,0,21,1,4.5,Not Subscribed,3,0,38,4,3,0
29,MALE,18,1,24,35,1,7,3,4.4,Not Subscribed,4,0,10,3,6,1
31,MALE,11,1,82,49,0,18,2,4.1,Not Subscribed,0,0,25,3,6,1
25,MALE,8,0,56,0,1,0,2,4.6,Not Subscribed,3,0,18,2,5,1
61,MALE,6,0,25,19,1,12,0,3.8,Not Subscribed,5,0,6,1,2,3
53,MALE,20,2,67,47,0,9,1,2.9,Not Subscribed,2,0,35,0,5,0
22,MALE,17,2,21,16,1,18,2,2.8,Not Subscribed,4,0,31,2,3,1
28,MALE,9,1,27,15,3,12,2,3.0,Not Subscribed,5,0,41,0,0,1
18,MALE,20,2,97,11,2,18,0,4.2,Not Subscribed,0,0,8,2,0,1
44,MALE,7,0,45,34,2,1,3,4.1,Not Subscribed,2,0,34,2,3,2
32,MALE,2,1,63,14,3,1,0,4.1,Not Subscribed,1,0,20,5,0,2
34,MALE,1,0,100,21,0,16,2,4.6,Not Subscribed,0,0,38,4,2,2
67,MALE,21,1,38,40,0,2,1,2.5,Not Subscribed,5,0,35,5,5,3
66,MALE,2,1,45,26,0,8,2,3.0,Not Subscribed,5,0,6,3,0,3
28,MALE,12,0,91,4,1,14,0,3.8,Not Subscribed,3,0,50,4,6,1
70,MALE,18,1,82,27,1,14,0,4.1,Not Subscribed,2,0,47,5,6,3
37,MALE,3,2,48,15,0,11,3,3.3,Not Subscribed,4,0,23,4,5,2
28,MALE,4,3,30,34,1,9,1,5.0,Not Subscribed,0,0,13,2,5,1
43,MALE,24,1,34,44,2,0,1,3.8,Not Subscribed,3,0,31,3,4,2
37,MALE,23,1,68,9,0,8,0,3.3,Not Subscribed,1,0,16,3,2,2
54,MALE,22,0,95,19,1,18,3,5.0,Not Subscribed,1,0,40,3,0,0
50,MALE,8,0,22,6,0,0,1,2.9,Not Subscribed,0,0,45,4,5,0
46,MALE,6,0,88,46,1,8,0,2.5,Not Subscribed,3,0,50,5,2,0
60,MALE,21,1,83,4,1,14,2,4.7,Not Subscribed,4,0,1,0,5,3
40,MALE,7,0,87,25,0,5,1,2.9,Not Subscribed,0,0,10,1,2,2
64,MALE,4,3,57,11,1,22,2,3.7,Not Subscribed,5,0,48,2,2,3
18,MALE,4,3,88,37,3,10,2,4.4,Not Subscribed,0,0,38,2,4,1
37,MALE,13,1,20,18,0,21,3,2.9,Not Subscribed,3,0,21,3,0,2
36,MALE,1,0,39,25,0,16,2,3.6,Not Subscribed,5,0,38,5,4,2
51,MALE,22,0,71,29,2,0,1,4.8,Not Subscribed,0,0,31,2,3,0
26,MALE,9,1,73,17,0,19,3,4.7,Not Subscribed,2,0,9,3,3,1
68,MALE,7,0,63,18,1,6,2,2.6,Not Subscribed,2,0,47,1,6,3
27,MALE,6,0,78,8,0,19,3,3.4,Not Subscribed,4,0,8,1,1,1
28,MALE,19,1,96,24,0,8,0,3.5,Not Subscribed,3,0,30,3,0,1
49,MALE,22,0,81,33,1,20,3,3.4,Not Subscribed,0,0,22,0,5,0
70,MALE,5,1,95,6,2,6,0,5.0,Not Subscribed,0,0,3,0,5,3
30,MALE,6,0,68,45,1,5,1,4.6,Not Subscribed,4,0,15,4,4,1
27,MALE,20,2,28,25,0,6,1,4.8,Not Subscribed,0,0,10,0,2,1
19,MALE,24,1,30,44,0,22,2,3.7,Not Subscribed,2,0,19,1,2,1
64,MALE,5,1,31,9,1,1,2,4.7,Not Subscribed,3,0,36,0,3,3
42,MALE,7,0,95,45,3,3,3,4.4,Not Subscribed,1,0,12,0,2,2
69,MALE,21,1,79,44,1,9,3,3.5,Not Subscribed,0,0,49,3,5,3
28,MALE,20,2,39,25,0,24,3,3.8,Not Subscribed,4,0,7,3,0,1
47,MALE,10,3,34,29,1,17,2,4.7,Not Subscribed,3,0,28,0,4,0
69,MALE,9,1,28,49,0,23,1,3.1,Not Subscribed,5,0,30,2,0,3
56,MALE,14,2,38,18,3,21,3,5.0,Not Subscribed,2,0,29,4,4,0
28,MALE,17,2,55,30,1,13,1,3.7,Not Subscribed,2,0,9,3,2,1
50,MALE,14,2,31,5,1,0,3,3.0,Not Subscribed,3,0,27,3,3,0
